Date,Drink,Temperature,Precipitation,Event Type,Quantity Sold
2024-02-08,Vodka,12.039796060594018,14.53967640525558,music,63.657995108720336
2024-01-12,Whiskey,24.3788487457044,12.970283282559055,music,70.29833938808449
2024-03-02,Vodka,27.383067119256005,18.017608043967137,music,70.28625114643785
2024-02-17,Vodka,23.779803275912776,8.179797140073575,none,69.43596249593432
2024-03-06,Vodka,11.156233713201097,14.92415803712317,none,61.100869445463594
2024-01-13,Vodka,14.039366816805266,19.361892089804293,other,62.211115781461345
2024-01-06,Vodka,21.84971483483868,9.976659169192992,none,67.93185966666144
2024-01-26,Beer,21.896168362807913,18.49400029540156,music,67.39988409278348
2024-02-19,Whiskey,14.715358263318803,12.573090406402756,other,64.58575200973857
2024-01-04,Vodka,27.55020060116521,6.270084619265015,none,71.8940749148031
2024-03-18,Beer,12.624414286914401,3.1644120670521247,none,65.36288352334157
2024-01-23,Whiskey,20.46908159436358,16.88541752056893,music,67.16891554101112
2024-03-25,Vodka,19.278291644314088,2.966855231448986,music,70.74908925272234
2024-03-16,Vodka,16.113904090978153,10.701868150207227,none,64.8463916004269
2024-03-01,Whiskey,13.626825327910499,4.230815361817026,music,67.54416805541014
2024-01-25,Vodka,20.849788447820025,7.373675626686156,none,68.21279153590416
2024-01-07,Beer,20.802468018193174,15.701438729272635,music,67.69080239031479
2024-02-03,Beer,11.704891443671634,10.262663358578799,none,62.773646714262185
2024-03-06,Whiskey,13.533102101491856,17.74207945073272,music,63.44392721552612
2024-02-07,Beer,26.315466049082545,2.657711858064522,other,73.36041946712191
2024-02-26,Whiskey,13.309271375183929,17.153583263283878,music,63.5085607086068
2024-01-29,Whiskey,21.79322453563782,12.416323514563077,other,68.17171521344999
2024-01-19,Vodka,16.383227325801503,5.853020634048871,other,67.43570747268609
2024-02-02,Whiskey,27.981078146080954,13.382203007084563,none,69.97587817091511
2024-03-07,Beer,23.212455193821814,19.679849295291483,none,65.70227280832346
2024-01-13,Whiskey,27.539734533716416,1.5588980014556553,other,74.30219786642151
2024-02-21,Vodka,23.81763127442266,3.665385917534947,music,72.80919986195084
2024-01-29,Beer,29.99664916930809,8.87146310040933,none,72.33688565453124
2024-03-24,Vodka,27.291463085602366,8.711935462970482,music,73.03215090391004
2024-01-31,Whiskey,16.46903044213834,12.668372991929006,none,64.43400332349047
2024-03-08,Whiskey,24.029581542051048,16.270700666262922,none,67.13358057114664
2024-02-12,Vodka,14.502842101371993,19.43781055147932,other,62.4200778852422
2024-02-11,Beer,26.129263622946713,16.41647664887875,none,68.13968881680972
2024-01-27,Beer,11.164924047689308,13.133148465448405,none,61.64251748421013
2024-03-01,Vodka,14.256266170690719,19.907843149942,none,61.155780140362765
2024-02-07,Whiskey,18.55590644857002,13.954078371196758,music,67.091729712926
2024-03-17,Vodka,11.219816156092126,1.5717470693086533,none,65.13838395725347
2024-03-26,Whiskey,25.0746246037406,11.411184366235611,music,71.11395699199961
