Date,Drink,Temperature,Precipitation,Event Type,Quantity Sold
2024-01-01,Vodka,22.325700337110234,16.080767451069196,none,78.21965043758689
2024-01-01,Whiskey,26.70536654694654,9.055542094729175,other,82.17540165650307
2024-01-01,Beer,21.6877275853631,11.825196002572726,other,75.77512958407672
2024-01-02,Vodka,16.049424540715208,10.216541075734993,music,73.69461704714962
2024-01-02,Whiskey,27.837651373246747,0.8025674100193059,none,82.43063458060126
2024-01-02,Beer,21.851956838653592,10.55000613697004,music,81.57695377016857
2024-01-03,Vodka,22.362956472269616,1.1835505276801483,none,73.7728390416658
2024-01-03,Whiskey,22.22222661450393,16.99066417502156,other,80.17591412660747
2024-01-03,Beer,24.89511706699061,1.9923782115174116,none,83.8989279612319
2024-01-04,Vodka,17.46247312571332,1.0595646192258723,other,72.79535326119576
2024-01-04,Whiskey,24.56291465987266,12.987203747080882,music,85.24777247731431
2024-01-04,Beer,27.690448696570645,7.808605173204112,other,83.78614610996858
2024-01-05,Vodka,10.268182686195681,0.11832478265511037,none,66.19640704651394
2024-01-05,Whiskey,19.451682129939478,1.506356121986876,music,78.86261692834896
2024-01-05,Beer,16.162901973526246,6.731744255445948,none,72.79702984580328
2024-01-06,Beer,16.39573234496816,19.393162434769796,none,66.69915112758326
2024-01-06,Whiskey,15.292033503715764,16.68617281657329,none,75.57086136628726
2024-01-06,Vodka,12.905392901430039,5.758426158323189,none,69.47076358835498
2024-01-07,Vodka,29.56222474822563,8.862048381325875,other,82.39594936333314
2024-01-07,Whiskey,11.682104951257156,9.961336235990064,music,74.33795120820375
2024-01-07,Beer,15.125989423766963,10.573946614849001,other,69.83901611634246
2024-01-08,Vodka,25.997429870814276,6.866431543153593,none,77.65838738543464
2024-01-08,Whiskey,24.566815334140184,10.470533409178966,none,81.74755894914794
2024-01-08,Beer,22.78002072267008,10.234986114277397,other,77.66252766553139
2024-01-09,Beer,25.36944210577545,18.26386716268699,music,81.23750852443196
2024-01-09,Whiskey,19.627707536925772,17.49515831764294,other,78.2011976930692
2024-01-09,Vodka,20.706303692834602,16.53222041687982,none,77.3834483407647
2024-01-10,Vodka,12.049549659301583,5.017656017620682,music,69.73502660086716
2024-01-10,Whiskey,18.812131678617913,10.572719466349463,none,77.16424923616422
2024-01-10,Beer,16.7430010970417,16.99544888695463,none,68.24527665356439
2024-01-11,Vodka,14.498939724363689,15.845437554035318,music,74.45299510082882
2024-01-11,Whiskey,28.774953833013434,0.3859874537568819,music,86.09716055716213
2024-01-11,Beer,26.346504994426855,4.772583530040803,other,83.96021322940645
2024-01-12,Beer,23.578465455228866,16.28113532487641,music,80.43789779279066
2024-01-12,Vodka,18.713330009243336,10.899673454641448,other,76.49790004193844
2024-01-12,Whiskey,13.074250102126495,13.215036982113828,other,72.10240747812396
2024-01-13,Vodka,29.713695371351527,0.7651776807684874,none,78.05777052704147
2024-01-13,Whiskey,11.154514261682538,12.851131737882532,other,70.49383775692255
2024-01-13,Beer,18.73567542068077,6.308842939515973,music,80.58125395092277
2024-01-14,Vodka,19.880251342305797,8.305484723332956,music,75.41979622238337
2024-01-14,Whiskey,20.973631586799918,17.649041848622705,none,80.30871363916447
2024-01-14,Beer,22.279172066356786,13.509140207450583,music,80.5246019626315
2024-01-15,Vodka,20.20330454137477,1.0617551121886937,none,72.44050925848147
2024-01-15,Whiskey,25.35430980132753,10.448423823615894,none,82.3731326057852
2024-01-15,Beer,21.25972454481333,0.018181806059041072,other,81.25063364178382
2024-01-16,Vodka,24.282447977481926,15.918036967391085,none,79.34487987670647
2024-01-16,Whiskey,25.96998538433337,16.473724279855706,music,87.07073316343784
2024-01-16,Beer,17.58052729517356,12.098997341602749,none,71.5310286243722
2024-01-17,Beer,19.797040858330742,17.82468205815808,other,70.8846998292517
2024-01-17,Whiskey,23.878058711570457,15.923498793187857,none,82.28714672789394
2024-01-17,Vodka,10.997095720628604,14.6768929539025,other,73.00132531854791
2024-01-18,Vodka,27.903536323945104,8.850262048754251,music,80.39720040899334
2024-01-18,Whiskey,17.141806305439808,19.644563917187607,music,80.64235782778937
2024-01-18,Beer,14.628426525497506,10.422843999564142,music,74.41700452571544
2024-01-19,Vodka,25.037017357387644,10.26045363135647,none,78.10034650383952
2024-01-19,Whiskey,13.535704565494296,12.207239177217179,none,73.27001148783887
2024-01-19,Beer,18.192171140864804,3.4820572353486923,music,81.45114252319046
2024-01-20,Vodka,28.121220817120975,18.424925321812463,other,84.40021008681632
2024-01-20,Whiskey,18.964335124158445,1.3794971543528023,none,75.44736753019733
2024-01-20,Beer,19.41134903371015,19.40556554902328,other,69.7085662591985
2024-01-21,Vodka,22.999876228860415,3.232858466715154,music,75.7697832773308
2024-01-21,Whiskey,27.447158518960208,10.953218630671383,none,84.14837054130246
2024-01-21,Beer,15.362489262448758,12.453571087760977,music,74.13570371856827
2024-01-22,Whiskey,16.502489994808553,8.329426386675259,other,73.86787727318189
2024-01-22,Beer,21.10473972527455,1.494962133387212,none,80.35725865858095
2024-01-22,Vodka,25.815565786818908,7.336810312121234,music,78.69038256572772
2024-01-23,Beer,21.8784762067419,2.42160795314432,other,80.66767223016974
2024-01-23,Vodka,19.735892117193433,5.692277140799202,none,73.54921841255582
2024-01-23,Whiskey,24.085420363519376,19.585760663974593,music,86.18548842361042
2024-01-24,Vodka,19.232591376944328,4.269431133020339,music,73.8203841660727
2024-01-24,Whiskey,19.21338515807348,8.40203165217217,other,76.05111445689322
2024-01-24,Beer,20.903021280523955,11.460450415210016,other,75.17279607291896
2024-01-25,Vodka,29.31859679161956,13.065941607060989,none,81.51094055709002
2024-01-25,Whiskey,26.05094379227053,12.212513695942333,none,83.28325777300489
2024-01-25,Beer,10.400935605351924,11.499555164437336,none,64.65115802313326
2024-01-26,Vodka,13.219571259308635,11.257750807437432,none,71.30906799781641
2024-01-26,Whiskey,17.204222882151846,8.46634728409456,other,74.45664776254038
2024-01-26,Beer,15.734854949605708,16.363550473323933,other,67.55307971294374
2024-01-27,Vodka,25.167926323907125,3.1726404524818963,none,76.05254793008885
2024-01-27,Whiskey,27.92379022899786,17.279745021459235,music,88.79498118749014
2024-01-27,Beer,13.15676293004741,10.637342739934603,none,67.8380915600801
2024-01-28,Whiskey,23.404890520263535,19.05643952321156,other,81.53520032085314
2024-01-28,Beer,12.528857128194929,3.655720259860329,other,70.70099699826477
2024-01-28,Vodka,20.99657560209309,15.050674060790497,other,79.113147579493
2024-01-29,Vodka,28.402322344011964,19.085611044832476,music,83.76707671985693
2024-01-29,Whiskey,16.909434147962433,18.856439443507146,music,80.29883520707138
2024-01-29,Beer,13.693466642595611,2.2433670106914017,music,77.57178313724991
2024-01-30,Vodka,19.77661570715801,17.616468097365953,other,79.15090985350459
2024-01-30,Whiskey,23.44663179566537,15.908609517249397,music,84.93902733998218
2024-01-30,Beer,24.62432745021361,8.421391905699773,music,85.41363149736372
2024-01-31,Whiskey,15.426403528575348,13.93409415884587,other,74.12794165462945
2024-01-31,Vodka,21.323504150168507,4.164869394779929,none,74.04356330853508
2024-01-31,Beer,26.84260837013211,12.925046206708583,music,85.38008526677783
2024-02-01,Vodka,26.278214877961236,4.945217884336637,none,77.25049429207773
2024-02-01,Whiskey,20.077799681550562,11.298457164390499,none,78.32193117811855
2024-02-01,Beer,20.96422331154168,2.693435203810215,other,79.61750570963656
2024-02-02,Whiskey,28.64012475158505,18.652621911421342,music,89.64262418355231
2024-02-02,Beer,16.182930904754976,12.668224862711433,none,69.84881847339926
2024-02-02,Vodka,25.98546141161369,13.695756883193654,music,80.7000039119263
2024-02-03,Beer,25.623800619913588,8.776278733765706,other,81.23566125303074
2024-02-03,Whiskey,23.671954279532745,18.29988780099971,other,81.59754098382615
2024-02-03,Vodka,29.6039363169141,9.630833993488636,none,80.65161198819506
2024-02-04,Vodka,13.245583600281838,3.040973034500356,music,69.85964207051921
2024-02-04,Whiskey,25.541396177243705,3.0823350686723905,other,80.04958395552944
2024-02-04,Beer,14.065117531335138,1.9887879438654799,none,73.0707235594024
2024-02-05,Vodka,21.84166738533296,6.302962538069803,music,75.99588919262072
2024-02-05,Whiskey,19.978112021858042,1.8344342721645646,none,76.34937647191936
2024-02-05,Beer,21.63535429192351,16.15857992958628,none,73.55606432713037
2024-02-06,Vodka,20.382434504238844,14.536081491837452,other,78.59028515009454
2024-02-06,Whiskey,19.032879258759067,4.820857061405364,none,76.19047481928833
2024-02-06,Beer,19.07311974247488,6.267398059890407,none,75.93942071252968
2024-02-07,Beer,10.725487480832626,15.314623093566158,other,63.06817593404955
2024-02-07,Vodka,22.523680701536698,13.370093618244956,none,77.5252365063955
2024-02-07,Whiskey,11.870251182531256,11.703574117315238,music,74.83691576948806
2024-02-08,Beer,22.806662644054555,15.419344724115225,other,75.09699028199694
2024-02-08,Whiskey,12.034224057352109,13.916451380458932,other,71.41066952197347
2024-02-08,Vodka,25.80174126607756,15.1467595168457,music,81.02507261470025
